musher,bib,intime,indogs,outtime,outdogs,rest,enroute,prev,speed,checkName,inTime,outTime,prevTime,enrouteTime,restTime,dropDogs,rest24,cpOrder,finalOrder
Shaynee Traska,5,3/5 03:02:00,16,3/5 03:18:00,16,0h 16m,8h 27m,3/4 18:35:00,3.55,Skwentna,2018-03-05T03:02:00Z,2018-03-05T03:18:00Z,2018-03-04T18:35:00Z,507,16,0,0,56,48
Katherine Keith,51,3/5 03:19:00,16,3/5 03:19:00,15,0h 0m,7h 5m,3/4 20:14:00,4.24,Skwentna,2018-03-05T03:19:00Z,2018-03-05T03:19:00Z,2018-03-04T20:14:00Z,425,0,1,0,60,26
Ramey Smyth,21,3/4 22:45:00,16,3/5 03:23:00,16,4h 38m,3h 44m,3/4 19:01:00,8.04,Skwentna,2018-03-04T22:45:00Z,2018-03-05T03:23:00Z,2018-03-04T19:01:00Z,224,278,0,0,12,8
Kelly Maixner,52,3/4 23:21:00,16,3/5 03:30:00,16,4h 9m,3h 22m,3/4 19:59:00,8.91,Skwentna,2018-03-04T23:21:00Z,2018-03-05T03:30:00Z,2018-03-04T19:59:00Z,202,249,0,0,19,17
"Michael Williams, Jr.",27,3/5 00:20:00,16,3/5 03:30:00,16,3h 10m,5h 21m,3/4 18:59:00,5.61,Skwentna,2018-03-05T00:20:00Z,2018-03-05T03:30:00Z,2018-03-04T18:59:00Z,321,190,0,0,26,25
Brett Bruggeman,37,3/5 03:16:00,16,3/5 03:31:00,16,0h 15m,7h 47m,3/4 19:29:00,3.85,Skwentna,2018-03-05T03:16:00Z,2018-03-05T03:31:00Z,2018-03-04T19:29:00Z,467,15,0,0,59,39
DeeDee Jonrowe,39,3/4 23:02:00,16,3/5 03:43:00,16,4h 41m,3h 28m,3/4 19:34:00,8.65,Skwentna,2018-03-04T23:02:00Z,2018-03-05T03:43:00Z,2018-03-04T19:34:00Z,208,281,0,0,15,NA
Scott Janssen,23,3/4 22:09:00,16,3/5 03:50:00,16,5h 41m,3h 15m,3/4 18:54:00,9.23,Skwentna,2018-03-04T22:09:00Z,2018-03-05T03:50:00Z,2018-03-04T18:54:00Z,195,341,0,0,5,NA
Travis Beals,60,3/5 00:51:00,16,3/5 03:52:00,16,3h 1m,4h 51m,3/4 20:00:00,6.19,Skwentna,2018-03-05T00:51:00Z,2018-03-05T03:52:00Z,2018-03-04T20:00:00Z,291,181,0,0,29,9
Jessie Holmes,41,3/4 22:59:00,16,3/5 03:53:00,16,4h 54m,3h 6m,3/4 19:53:00,9.68,Skwentna,2018-03-04T22:59:00Z,2018-03-05T03:53:00Z,2018-03-04T19:53:00Z,186,294,0,0,14,7
Emily Maxwell,58,3/4 23:59:00,15,3/5 04:09:00,15,4h 10m,3h 29m,3/4 20:30:00,8.61,Skwentna,2018-03-04T23:59:00Z,2018-03-05T04:09:00Z,2018-03-04T20:30:00Z,209,250,0,0,24,33
Aaron Peck,50,3/5 04:04:00,16,3/5 04:11:00,16,0h 7m,7h 56m,3/4 20:08:00,3.78,Skwentna,2018-03-05T04:04:00Z,2018-03-05T04:11:00Z,2018-03-04T20:08:00Z,476,7,0,0,63,34
Jim Lanier,32,3/4 22:42:00,16,3/5 04:29:00,16,5h 47m,3h 34m,3/4 19:08:00,8.41,Skwentna,2018-03-04T22:42:00Z,2018-03-05T04:29:00Z,2018-03-04T19:08:00Z,214,347,0,0,10,NA
Matthew Failor,55,3/5 01:04:00,16,3/5 04:36:00,16,3h 32m,2h 59m,3/4 22:05:00,10.06,Skwentna,2018-03-05T01:04:00Z,2018-03-05T04:36:00Z,2018-03-04T22:05:00Z,179,212,0,0,31,13
Bradley Farquhar,65,3/5 01:40:00,14,3/5 04:57:00,14,3h 17m,3h 20m,3/4 22:20:00,9,Skwentna,2018-03-05T01:40:00Z,2018-03-05T04:57:00Z,2018-03-04T22:20:00Z,200,197,0,0,41,44
Michi Konno,63,3/4 23:13:00,16,3/5 05:02:00,16,5h 49m,3h 13m,3/4 20:00:00,9.33,Skwentna,2018-03-04T23:13:00Z,2018-03-05T05:02:00Z,2018-03-04T20:00:00Z,193,349,0,0,17,23
Jeff King,40,3/5 00:00:00,16,3/5 05:03:00,16,5h 3m,3h 7m,3/4 20:53:00,9.63,Skwentna,2018-03-05T00:00:00Z,2018-03-05T05:03:00Z,2018-03-04T20:53:00Z,187,303,0,0,25,24
Noah Pereira,49,3/5 03:00:00,16,3/5 06:10:00,16,3h 10m,3h 16m,3/4 23:44:00,9.18,Skwentna,2018-03-05T03:00:00Z,2018-03-05T06:10:00Z,2018-03-04T23:44:00Z,196,190,0,0,55,31
Magnus Kaltenborn,6,3/5 01:18:00,16,3/5 06:12:00,16,4h 54m,3h 6m,3/4 22:12:00,9.68,Skwentna,2018-03-05T01:18:00Z,2018-03-05T06:12:00Z,2018-03-04T22:12:00Z,186,294,0,0,36,52
Monica Zappa,48,3/5 01:29:00,16,3/5 06:19:00,16,4h 50m,5h 41m,3/4 19:48:00,5.28,Skwentna,2018-03-05T01:29:00Z,2018-03-05T06:19:00Z,2018-03-04T19:48:00Z,341,290,0,0,38,38
Lev Shvarts,22,3/5 01:13:00,16,3/5 06:21:00,16,5h 8m,3h 11m,3/4 22:02:00,9.42,Skwentna,2018-03-05T01:13:00Z,2018-03-05T06:21:00Z,2018-03-04T22:02:00Z,191,308,0,0,34,41
Steve Watkins,59,3/4 23:43:00,16,3/5 06:29:00,16,6h 46m,3h 38m,3/4 20:05:00,8.26,Skwentna,2018-03-04T23:43:00Z,2018-03-05T06:29:00Z,2018-03-04T20:05:00Z,218,406,0,0,23,NA
Misha Wiljes,19,3/5 02:24:00,14,3/5 07:08:00,14,4h 44m,3h 6m,3/4 23:18:00,9.68,Skwentna,2018-03-05T02:24:00Z,2018-03-05T07:08:00Z,2018-03-04T23:18:00Z,186,284,0,0,49,45
Andrew Nolan,56,3/5 02:48:00,16,3/5 07:15:00,16,4h 27m,3h 17m,3/4 23:31:00,9.14,Skwentna,2018-03-05T02:48:00Z,2018-03-05T07:15:00Z,2018-03-04T23:31:00Z,197,267,0,0,53,30
Marcelle Fressineau,35,3/5 00:34:00,14,3/5 07:40:00,14,7h 6m,3h 10m,3/4 21:24:00,9.47,Skwentna,2018-03-05T00:34:00Z,2018-03-05T07:40:00Z,2018-03-04T21:24:00Z,190,426,0,0,28,NA
Dave Delcourt,57,3/5 02:41:00,16,3/5 07:44:00,16,5h 3m,3h 21m,3/4 23:20:00,8.96,Skwentna,2018-03-05T02:41:00Z,2018-03-05T07:44:00Z,2018-03-04T23:20:00Z,201,303,0,0,51,47
Anja Radano,24,3/5 03:27:00,16,3/5 08:24:00,16,4h 57m,3h 26m,3/5 00:01:00,8.74,Skwentna,2018-03-05T03:27:00Z,2018-03-05T08:24:00Z,2018-03-05T00:01:00Z,206,297,0,0,61,51
Jason Stewart,66,3/5 03:58:00,16,3/5 08:55:00,16,4h 57m,3h 14m,3/5 00:44:00,9.28,Skwentna,2018-03-05T03:58:00Z,2018-03-05T08:55:00Z,2018-03-05T00:44:00Z,194,297,0,0,62,50
Scott White,62,3/5 02:58:00,16,3/5 09:10:00,16,6h 12m,2h 59m,3/4 23:59:00,10.06,Skwentna,2018-03-05T02:58:00Z,2018-03-05T09:10:00Z,2018-03-04T23:59:00Z,179,372,0,0,54,NA
Tim Muto,42,3/5 04:10:00,14,3/5 09:27:00,14,5h 17m,8h 17m,3/4 19:53:00,3.62,Skwentna,2018-03-05T04:10:00Z,2018-03-05T09:27:00Z,2018-03-04T19:53:00Z,497,317,0,0,64,46
Tom Schonberger,25,3/5 04:33:00,16,3/5 10:30:00,16,5h 57m,4h 2m,3/5 00:31:00,7.44,Skwentna,2018-03-05T04:33:00Z,2018-03-05T10:30:00Z,2018-03-05T00:31:00Z,242,357,0,0,65,NA
Peter Fleck,67,3/5 04:48:00,16,3/5 10:40:00,16,5h 52m,3h 48m,3/5 01:00:00,7.89,Skwentna,2018-03-05T04:48:00Z,2018-03-05T10:40:00Z,2018-03-05T01:00:00Z,228,352,0,0,66,42
Tara Cicatello,44,3/5 05:15:00,14,3/5 12:23:00,14,7h 8m,3h 45m,3/5 01:30:00,8,Skwentna,2018-03-05T05:15:00Z,2018-03-05T12:23:00Z,2018-03-05T01:30:00Z,225,428,0,0,67,NA
Zoya DeNure,47,3/5 03:05:00,15,NA,15,NA,2h 58m,3/5 00:07:00,10.11,Skwentna,2018-03-05T03:05:00Z,NA,2018-03-05T00:07:00Z,178,NA,0,NA,58,NA
Ray Redington Jr,17,3/5 06:36:00,16,3/5 06:37:00,16,0h 1m,4h 51m,3/5 01:45:00,8.25,Finger Lake,2018-03-05T06:36:00Z,2018-03-05T06:37:00Z,2018-03-05T01:45:00Z,291,1,0,0,12,4
Mitch Seavey,13,3/5 06:48:00,15,3/5 06:58:00,15,0h 10m,5h 5m,3/5 01:43:00,7.87,Finger Lake,2018-03-05T06:48:00Z,2018-03-05T06:58:00Z,2018-03-05T01:43:00Z,305,10,0,0,14,3
Aliy Zirkle,31,3/5 06:53:00,16,3/5 06:58:00,16,0h 5m,4h 53m,3/5 02:00:00,8.19,Finger Lake,2018-03-05T06:53:00Z,2018-03-05T06:58:00Z,2018-03-05T02:00:00Z,293,5,0,0,16,15
Jessie Royer,36,3/5 07:09:00,16,3/5 07:13:00,16,0h 4m,4h 55m,3/5 02:14:00,8.14,Finger Lake,2018-03-05T07:09:00Z,2018-03-05T07:13:00Z,2018-03-05T02:14:00Z,295,4,0,0,17,16
Nicolas Petit,46,3/5 03:56:00,16,3/5 07:38:00,16,3h 42m,4h 43m,3/4 23:13:00,8.48,Finger Lake,2018-03-05T03:56:00Z,2018-03-05T07:38:00Z,2018-03-04T23:13:00Z,283,222,0,0,2,2
Linwood Fiedler,8,3/5 03:43:00,16,3/5 08:03:00,16,4h 20m,4h 58m,3/4 22:45:00,8.05,Finger Lake,2018-03-05T03:43:00Z,2018-03-05T08:03:00Z,2018-03-04T22:45:00Z,298,260,0,0,1,10
Hugh Neff,68,3/5 07:19:00,16,3/5 08:16:00,15,0h 57m,5h 2m,3/5 02:17:00,7.95,Finger Lake,2018-03-05T07:19:00Z,2018-03-05T08:16:00Z,2018-03-05T02:17:00Z,302,57,1,0,20,21
Lars Monsen,61,3/5 08:16:00,15,3/5 08:20:00,15,0h 4m,5h 20m,3/5 02:56:00,7.5,Finger Lake,2018-03-05T08:16:00Z,2018-03-05T08:20:00Z,2018-03-05T02:56:00Z,320,4,0,0,26,20
Ryan Redington,7,3/5 05:37:00,16,3/5 08:24:00,16,2h 47m,4h 37m,3/5 01:00:00,8.66,Finger Lake,2018-03-05T05:37:00Z,2018-03-05T08:24:00Z,2018-03-05T01:00:00Z,277,167,0,0,3,NA
Jessie Holmes,41,3/5 08:27:00,16,3/5 08:33:00,16,0h 6m,4h 34m,3/5 03:53:00,8.76,Finger Lake,2018-03-05T08:27:00Z,2018-03-05T08:33:00Z,2018-03-05T03:53:00Z,274,6,0,0,29,7
Wade Marrs,11,3/5 05:45:00,16,3/5 08:34:00,15,2h 49m,4h 45m,3/5 01:00:00,8.42,Finger Lake,2018-03-05T05:45:00Z,2018-03-05T08:34:00Z,2018-03-05T01:00:00Z,285,169,1,0,5,NA
Kelly Maixner,52,3/5 08:33:00,16,3/5 08:35:00,16,0h 2m,5h 3m,3/5 03:30:00,7.92,Finger Lake,2018-03-05T08:33:00Z,2018-03-05T08:35:00Z,2018-03-05T03:30:00Z,303,2,0,0,30,17
Peter Kaiser,30,3/5 08:39:00,16,3/5 08:40:00,16,0h 1m,8h 47m,3/4 23:52:00,4.55,Finger Lake,2018-03-05T08:39:00Z,2018-03-05T08:40:00Z,2018-03-04T23:52:00Z,527,1,0,0,32,5
Ramey Smyth,21,3/5 08:48:00,16,3/5 08:53:00,16,0h 5m,5h 25m,3/5 03:23:00,7.38,Finger Lake,2018-03-05T08:48:00Z,2018-03-05T08:53:00Z,2018-03-05T03:23:00Z,325,5,0,0,34,8
Cody Strathe,2,3/5 08:59:00,16,3/5 09:01:00,16,0h 2m,8h 34m,3/5 00:25:00,4.67,Finger Lake,2018-03-05T08:59:00Z,2018-03-05T09:01:00Z,2018-03-05T00:25:00Z,514,2,0,0,37,29
Joar Leifseth Ulsom,33,3/5 06:07:00,16,3/5 09:03:00,16,2h 56m,4h 49m,3/5 01:18:00,8.3,Finger Lake,2018-03-05T06:07:00Z,2018-03-05T09:03:00Z,2018-03-05T01:18:00Z,289,176,0,0,6,1
Mats Pettersson,3,3/5 06:20:00,16,3/5 09:19:00,16,2h 59m,4h 45m,3/5 01:35:00,8.42,Finger Lake,2018-03-05T06:20:00Z,2018-03-05T09:19:00Z,2018-03-05T01:35:00Z,285,179,0,0,7,18
Scott Janssen,23,3/5 09:07:00,16,3/5 09:19:00,15,0h 12m,5h 17m,3/5 03:50:00,7.57,Finger Lake,2018-03-05T09:07:00Z,2018-03-05T09:19:00Z,2018-03-05T03:50:00Z,317,12,1,0,38,NA
Robert Redington,34,3/5 06:22:00,16,3/5 09:20:00,16,2h 58m,4h 49m,3/5 01:33:00,8.3,Finger Lake,2018-03-05T06:22:00Z,2018-03-05T09:20:00Z,2018-03-05T01:33:00Z,289,178,0,0,8,NA
Richie Diehl,29,3/5 05:44:00,16,3/5 09:52:00,16,4h 8m,4h 37m,3/5 01:07:00,8.66,Finger Lake,2018-03-05T05:44:00Z,2018-03-05T09:52:00Z,2018-03-05T01:07:00Z,277,248,0,0,4,6
Aaron Burmeister,64,3/5 06:51:00,16,3/5 10:04:00,16,3h 13m,4h 55m,3/5 01:56:00,8.14,Finger Lake,2018-03-05T06:51:00Z,2018-03-05T10:04:00Z,2018-03-05T01:56:00Z,295,193,0,0,15,12
Emily Maxwell,58,3/5 07:53:00,15,3/5 10:04:00,15,2h 11m,3h 44m,3/5 04:09:00,10.71,Finger Lake,2018-03-05T07:53:00Z,2018-03-05T10:04:00Z,2018-03-05T04:09:00Z,224,131,0,0,22,33
Rick Casillo,9,3/5 06:27:00,16,3/5 10:06:00,16,3h 39m,5h 0m,3/5 01:27:00,8,Finger Lake,2018-03-05T06:27:00Z,2018-03-05T10:06:00Z,2018-03-05T01:27:00Z,300,219,0,0,10,27
Anna Berington,4,3/5 06:25:00,16,3/5 10:08:00,15,3h 43m,5h 14m,3/5 01:11:00,7.64,Finger Lake,2018-03-05T06:25:00Z,2018-03-05T10:08:00Z,2018-03-05T01:11:00Z,314,223,1,0,9,22
Michelle Phillips,18,3/5 06:31:00,16,3/5 10:08:00,15,3h 37m,4h 56m,3/5 01:35:00,8.11,Finger Lake,2018-03-05T06:31:00Z,2018-03-05T10:08:00Z,2018-03-05T01:35:00Z,296,217,1,0,11,19
Bradley Farquhar,65,3/5 10:08:00,14,3/5 10:12:00,14,0h 4m,5h 11m,3/5 04:57:00,7.72,Finger Lake,2018-03-05T10:08:00Z,2018-03-05T10:12:00Z,2018-03-05T04:57:00Z,311,4,0,0,44,44
Jeff King,40,3/5 10:14:00,16,3/5 10:19:00,15,0h 5m,5h 11m,3/5 05:03:00,7.72,Finger Lake,2018-03-05T10:14:00Z,2018-03-05T10:19:00Z,2018-03-05T05:03:00Z,311,5,1,0,45,24
Michi Konno,63,3/5 10:01:00,16,3/5 10:31:00,15,0h 30m,4h 59m,3/5 05:02:00,8.03,Finger Lake,2018-03-05T10:01:00Z,2018-03-05T10:31:00Z,2018-03-05T05:02:00Z,299,30,1,0,43,23
Ketil Reitan,54,3/5 08:25:00,16,3/5 11:06:00,15,2h 41m,5h 10m,3/5 03:15:00,7.74,Finger Lake,2018-03-05T08:25:00Z,2018-03-05T11:06:00Z,2018-03-05T03:15:00Z,310,161,1,0,28,14
Matt Hall,15,3/5 11:02:00,16,3/5 11:14:00,15,0h 12m,9h 0m,3/5 02:02:00,4.44,Finger Lake,2018-03-05T11:02:00Z,2018-03-05T11:14:00Z,2018-03-05T02:02:00Z,540,12,1,0,46,11
Tom Knolmayer,43,3/5 11:23:00,16,3/5 11:26:00,16,0h 3m,9h 9m,3/5 02:14:00,4.37,Finger Lake,2018-03-05T11:23:00Z,2018-03-05T11:26:00Z,2018-03-05T02:14:00Z,549,3,0,0,49,32
Charley Bejna,38,3/5 07:12:00,16,3/5 11:28:00,16,4h 16m,5h 3m,3/5 02:09:00,7.92,Finger Lake,2018-03-05T07:12:00Z,2018-03-05T11:28:00Z,2018-03-05T02:09:00Z,303,256,0,0,18,35
Kristy Berington,20,3/5 07:16:00,16,3/5 11:36:00,15,4h 20m,5h 27m,3/5 01:49:00,7.34,Finger Lake,2018-03-05T07:16:00Z,2018-03-05T11:36:00Z,2018-03-05T01:49:00Z,327,260,1,0,19,36
Martin Buser,28,3/5 07:53:00,16,3/5 11:36:00,16,3h 43m,4h 43m,3/5 03:10:00,8.48,Finger Lake,2018-03-05T07:53:00Z,2018-03-05T11:36:00Z,2018-03-05T03:10:00Z,283,223,0,0,23,28
Travis Beals,60,3/5 08:35:00,16,3/5 11:37:00,15,3h 2m,4h 43m,3/5 03:52:00,8.48,Finger Lake,2018-03-05T08:35:00Z,2018-03-05T11:37:00Z,2018-03-05T03:52:00Z,283,182,1,0,31,9
Allen Moore,26,3/5 07:55:00,16,3/5 11:41:00,15,3h 46m,4h 49m,3/5 03:06:00,8.3,Finger Lake,2018-03-05T07:55:00Z,2018-03-05T11:41:00Z,2018-03-05T03:06:00Z,289,226,1,0,24,NA
Andy Pohl,12,3/5 07:44:00,16,3/5 11:52:00,16,4h 8m,5h 34m,3/5 02:10:00,7.19,Finger Lake,2018-03-05T07:44:00Z,2018-03-05T11:52:00Z,2018-03-05T02:10:00Z,334,248,0,0,21,37
Alan Eischens,53,3/5 06:42:00,16,3/5 12:12:00,15,5h 30m,5h 0m,3/5 01:42:00,8,Finger Lake,2018-03-05T06:42:00Z,2018-03-05T12:12:00Z,2018-03-05T01:42:00Z,300,330,1,0,13,NA
DeeDee Jonrowe,39,3/5 08:46:00,16,3/5 12:19:00,16,3h 33m,5h 3m,3/5 03:43:00,7.92,Finger Lake,2018-03-05T08:46:00Z,2018-03-05T12:19:00Z,2018-03-05T03:43:00Z,303,213,0,0,33,NA
Larry Daugherty,14,3/5 08:00:00,15,3/5 12:28:00,15,4h 28m,5h 20m,3/5 02:40:00,7.5,Finger Lake,2018-03-05T08:00:00Z,2018-03-05T12:28:00Z,2018-03-05T02:40:00Z,320,268,0,0,25,40
Meredith Mapes,16,3/5 12:19:00,16,3/5 12:31:00,15,0h 12m,10h 0m,3/5 02:19:00,4,Finger Lake,2018-03-05T12:19:00Z,2018-03-05T12:31:00Z,2018-03-05T02:19:00Z,600,12,1,0,55,49
Jeff Deeter,45,3/5 12:42:00,16,3/5 12:44:00,16,0h 2m,9h 49m,3/5 02:53:00,4.07,Finger Lake,2018-03-05T12:42:00Z,2018-03-05T12:44:00Z,2018-03-05T02:53:00Z,589,2,0,0,56,43
Matthew Failor,55,3/5 09:08:00,16,3/5 12:55:00,16,3h 47m,4h 32m,3/5 04:36:00,8.82,Finger Lake,2018-03-05T09:08:00Z,2018-03-05T12:55:00Z,2018-03-05T04:36:00Z,272,227,0,0,39,13
Katherine Keith,51,3/5 08:58:00,15,3/5 13:00:00,15,4h 2m,5h 39m,3/5 03:19:00,7.08,Finger Lake,2018-03-05T08:58:00Z,2018-03-05T13:00:00Z,2018-03-05T03:19:00Z,339,242,0,0,36,26
"Michael Williams, Jr.",27,3/5 08:22:00,16,3/5 14:36:00,16,6h 14m,4h 52m,3/5 03:30:00,8.22,Finger Lake,2018-03-05T08:22:00Z,2018-03-05T14:36:00Z,2018-03-05T03:30:00Z,292,374,0,0,27,25
Brett Bruggeman,37,3/5 08:52:00,16,3/5 14:55:00,16,6h 3m,5h 21m,3/5 03:31:00,7.48,Finger Lake,2018-03-05T08:52:00Z,2018-03-05T14:55:00Z,2018-03-05T03:31:00Z,321,363,0,0,35,39
Aaron Peck,50,3/5 09:14:00,16,3/5 14:58:00,16,5h 44m,5h 3m,3/5 04:11:00,7.92,Finger Lake,2018-03-05T09:14:00Z,2018-03-05T14:58:00Z,2018-03-05T04:11:00Z,303,344,0,0,40,34
Jim Lanier,32,3/5 09:37:00,16,3/5 14:58:00,16,5h 21m,5h 8m,3/5 04:29:00,7.79,Finger Lake,2018-03-05T09:37:00Z,2018-03-05T14:58:00Z,2018-03-05T04:29:00Z,308,321,0,0,42,NA
Rob Cooke,10,3/5 09:28:00,16,3/5 15:31:00,16,6h 3m,6h 16m,3/5 03:12:00,6.38,Finger Lake,2018-03-05T09:28:00Z,2018-03-05T15:31:00Z,2018-03-05T03:12:00Z,376,363,0,0,41,NA
Noah Pereira,49,3/5 11:07:00,16,3/5 15:59:00,16,4h 52m,4h 57m,3/5 06:10:00,8.08,Finger Lake,2018-03-05T11:07:00Z,2018-03-05T15:59:00Z,2018-03-05T06:10:00Z,297,292,0,0,47,31
Lev Shvarts,22,3/5 11:28:00,16,3/5 17:02:00,16,5h 34m,5h 7m,3/5 06:21:00,7.82,Finger Lake,2018-03-05T11:28:00Z,2018-03-05T17:02:00Z,2018-03-05T06:21:00Z,307,334,0,0,51,41
Magnus Kaltenborn,6,3/5 11:18:00,16,3/5 17:03:00,16,5h 45m,5h 6m,3/5 06:12:00,7.84,Finger Lake,2018-03-05T11:18:00Z,2018-03-05T17:03:00Z,2018-03-05T06:12:00Z,306,345,0,0,48,52
Shaynee Traska,5,3/5 13:39:00,16,3/5 17:16:00,16,3h 37m,10h 21m,3/5 03:18:00,3.86,Finger Lake,2018-03-05T13:39:00Z,2018-03-05T17:16:00Z,2018-03-05T03:18:00Z,621,217,0,0,59,48
Marcelle Fressineau,35,3/5 12:57:00,14,3/5 17:17:00,14,4h 20m,5h 17m,3/5 07:40:00,7.57,Finger Lake,2018-03-05T12:57:00Z,2018-03-05T17:17:00Z,2018-03-05T07:40:00Z,317,260,0,0,57,NA
Misha Wiljes,19,3/5 12:11:00,14,3/5 17:18:00,14,5h 7m,5h 3m,3/5 07:08:00,7.92,Finger Lake,2018-03-05T12:11:00Z,2018-03-05T17:18:00Z,2018-03-05T07:08:00Z,303,307,0,0,53,45
Monica Zappa,48,3/5 11:27:00,16,3/5 17:25:00,16,5h 58m,5h 8m,3/5 06:19:00,7.79,Finger Lake,2018-03-05T11:27:00Z,2018-03-05T17:25:00Z,2018-03-05T06:19:00Z,308,358,0,0,50,38
Andrew Nolan,56,3/5 12:08:00,16,3/5 17:30:00,15,5h 22m,4h 53m,3/5 07:15:00,8.19,Finger Lake,2018-03-05T12:08:00Z,2018-03-05T17:30:00Z,2018-03-05T07:15:00Z,293,322,1,0,52,30
Steve Watkins,59,3/5 12:13:00,16,3/5 17:42:00,16,5h 29m,5h 44m,3/5 06:29:00,6.98,Finger Lake,2018-03-05T12:13:00Z,2018-03-05T17:42:00Z,2018-03-05T06:29:00Z,344,329,0,0,54,NA
Dave Delcourt,57,3/5 13:04:00,16,3/5 19:06:00,16,6h 2m,5h 20m,3/5 07:44:00,7.5,Finger Lake,2018-03-05T13:04:00Z,2018-03-05T19:06:00Z,2018-03-05T07:44:00Z,320,362,0,0,58,47
Anja Radano,24,3/5 13:44:00,16,3/5 19:15:00,16,5h 31m,5h 20m,3/5 08:24:00,7.5,Finger Lake,2018-03-05T13:44:00Z,2018-03-05T19:15:00Z,2018-03-05T08:24:00Z,320,331,0,0,60,51
Jason Stewart,66,3/5 14:08:00,16,3/5 19:29:00,16,5h 21m,5h 13m,3/5 08:55:00,7.67,Finger Lake,2018-03-05T14:08:00Z,2018-03-05T19:29:00Z,2018-03-05T08:55:00Z,313,321,0,0,61,50
Tim Muto,42,3/5 14:34:00,14,3/5 20:13:00,13,5h 39m,5h 7m,3/5 09:27:00,7.82,Finger Lake,2018-03-05T14:34:00Z,2018-03-05T20:13:00Z,2018-03-05T09:27:00Z,307,339,1,0,63,46
Scott White,62,3/5 14:11:00,16,3/5 20:29:00,14,6h 18m,5h 1m,3/5 09:10:00,7.97,Finger Lake,2018-03-05T14:11:00Z,2018-03-05T20:29:00Z,2018-03-05T09:10:00Z,301,378,2,0,62,NA
Peter Fleck,67,3/5 15:45:00,16,3/5 20:38:00,15,4h 53m,5h 5m,3/5 10:40:00,7.87,Finger Lake,2018-03-05T15:45:00Z,2018-03-05T20:38:00Z,2018-03-05T10:40:00Z,305,293,1,0,64,42
Tara Cicatello,44,3/5 21:28:00,14,3/5 22:13:00,13,0h 45m,9h 5m,3/5 12:23:00,4.4,Finger Lake,2018-03-05T21:28:00Z,2018-03-05T22:13:00Z,2018-03-05T12:23:00Z,545,45,1,0,66,NA
Tom Schonberger,25,3/5 17:40:00,16,3/5 22:23:00,16,4h 43m,7h 10m,3/5 10:30:00,5.58,Finger Lake,2018-03-05T17:40:00Z,2018-03-05T22:23:00Z,2018-03-05T10:30:00Z,430,283,0,0,65,NA
Jessie Holmes,41,3/5 12:12:00,16,3/5 12:28:00,16,0h 16m,3h 39m,3/5 08:33:00,8.22,Rainy Pass,2018-03-05T12:12:00Z,2018-03-05T12:28:00Z,2018-03-05T08:33:00Z,219,16,0,0,8,7
Richie Diehl,29,3/5 13:22:00,16,3/5 13:28:00,16,0h 6m,3h 30m,3/5 09:52:00,8.57,Rainy Pass,2018-03-05T13:22:00Z,2018-03-05T13:28:00Z,2018-03-05T09:52:00Z,210,6,0,0,15,6
Wade Marrs,11,3/5 12:04:00,15,3/5 14:51:00,15,2h 47m,3h 30m,3/5 08:34:00,8.57,Rainy Pass,2018-03-05T12:04:00Z,2018-03-05T14:51:00Z,2018-03-05T08:34:00Z,210,167,0,0,6,NA
Ryan Redington,7,3/5 11:51:00,16,3/5 14:54:00,14,3h 3m,3h 27m,3/5 08:24:00,8.7,Rainy Pass,2018-03-05T11:51:00Z,2018-03-05T14:54:00Z,2018-03-05T08:24:00Z,207,183,2,0,5,NA
Nicolas Petit,46,3/5 10:55:00,16,3/5 15:10:00,16,4h 15m,3h 17m,3/5 07:38:00,9.14,Rainy Pass,2018-03-05T10:55:00Z,2018-03-05T15:10:00Z,2018-03-05T07:38:00Z,197,255,0,0,3,2
Ray Redington Jr,17,3/5 10:16:00,16,3/5 15:18:00,16,5h 2m,3h 39m,3/5 06:37:00,8.22,Rainy Pass,2018-03-05T10:16:00Z,2018-03-05T15:18:00Z,2018-03-05T06:37:00Z,219,302,0,0,1,4
Mitch Seavey,13,3/5 10:19:00,15,3/5 15:18:00,14,4h 59m,3h 21m,3/5 06:58:00,8.96,Rainy Pass,2018-03-05T10:19:00Z,2018-03-05T15:18:00Z,2018-03-05T06:58:00Z,201,299,1,0,2,3
Joar Leifseth Ulsom,33,3/5 12:34:00,16,3/5 15:35:00,16,3h 1m,3h 31m,3/5 09:03:00,8.53,Rainy Pass,2018-03-05T12:34:00Z,2018-03-05T15:35:00Z,2018-03-05T09:03:00Z,211,181,0,0,11,1
Jessie Royer,36,3/5 15:46:00,16,3/5 15:51:00,15,0h 5m,8h 33m,3/5 07:13:00,3.51,Rainy Pass,2018-03-05T15:46:00Z,2018-03-05T15:51:00Z,2018-03-05T07:13:00Z,513,5,1,0,31,16
Aliy Zirkle,31,3/5 15:47:00,16,3/5 15:53:00,16,0h 6m,8h 49m,3/5 06:58:00,3.4,Rainy Pass,2018-03-05T15:47:00Z,2018-03-05T15:53:00Z,2018-03-05T06:58:00Z,529,6,0,0,32,15
Linwood Fiedler,8,3/5 11:32:00,16,3/5 16:10:00,15,4h 38m,3h 29m,3/5 08:03:00,8.61,Rainy Pass,2018-03-05T11:32:00Z,2018-03-05T16:10:00Z,2018-03-05T08:03:00Z,209,278,1,0,4,10
